,org_claim,gen_claim,num_of_query,attack_result,attack_method,Accept,QualAcc,QualRej,ReasonRej,RejChange,RejProb,CorrChange,CorrectCom
96,PD-1 triggering on monocytes enhances IL-10 production by monocytes.,PD-1 arousing on monocytes enhances IL-10 production by monocytes.,45,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
97,PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.,PKG-la does not have a large impact on expression of suffering hypersensitivity in PGK-la knockout mice.,44,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
98,PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.,PKG-la does not have a large impact on expression of spinal long period potentiation in PGK-la knockout mice.,41,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
100,Participants who quit smoking reduce lung cancer risk by approximately 50%.,Participants who quit smoking reduce lung cancer risk by barely 50%.,94,SuccessfulAttackResult,TextFoolerJin2019,1,2,,,,,3,
101,Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they outlive in resource-deprived areas.,76,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
103,Pioglitazone use is significantly associated with an increased risk of prostate cancer.,Pioglitazone use is significantly affiliated with an increased risk of prostate cancer.,50,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
108,Pyridostatin induces checkpoint activation.,Pyridostatin induces examination activation.,80,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
111,Ribosomopathies have a high degree of cell and tissue specific pathology.,Ribosomopathies have a superior degree of cell and tissue specific pathology.,90,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
113,Satellite cell dysfunction is a key factor in sarcopenia development.,Satellite cellphones dysfunction is a key factor in sarcopenia development.,46,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,1,5,,
114,Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,Scapular stabilizer exercises are more effective than overall exercise therapy in reducing pain and improving function of the shoulder.,44,SuccessfulAttackResult,TextFoolerJin2019,1,1,,,,,3,
115,Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,Schoolboys who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,50,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,4,,
116,Suboptimal nutrition is a leading cause of premature death,Suboptimal nutrition is a leading cause of early death,23,SuccessfulAttackResult,TextFoolerJin2019,1,1,,,,,3,
117,Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.,Surgical treatment is not superior to non-surgical in treating adults with migrated fractures of the proximal humerus.,73,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
118,Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED),Systemic immunosuppressive (IS) heals does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED),260,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
119,Systemic lupus erythematosus is a risk factor for cardiovascular disease.,Systemic lupus erythematosus is a risk factor for cardiovascular rheumatic.,135,SuccessfulAttackResult,TextFoolerJin2019,0,,3,"(1, 2)",1,"(2, 5)",,
123,The DESMOND program caused substantial weight loss in most participants.,The DESMOND platforms caused substantial weight loss in most participants.,49,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
129,The most prevalent adverse events to Semaglutide are cardiovascular.,The most commonplace adverse events to Semaglutide are cardiovascular.,38,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
130,The most prevalent adverse events to Semaglutide are gastrointestinal.,Both most prevalent adverse events to Semaglutide are gastrointestinal.,11,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,6,4,,
132,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,The relationship between a breast carcinoma patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,160,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
133,The risk of cancer rises with level of alcohol consumption.,The risky of cancer rises with level of alcohol consumption.,56,SuccessfulAttackResult,TextFoolerJin2019,0,,1,2,1,2,,
134,The risk of female prisoners harming themselves is ten times that of male prisoners.,The luck of female prisoners harming themselves is ten times that of male prisoners.,61,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
135,There is a positive correlation between hip fractures and statin use.,There is a positive correlation between pip fractures and statin use.,16,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,1,5,,
137,Tirasemtiv targets fast-twitch muscle.,Tirasemtiv fates fast-twitch muscle.,52,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
142,Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.,Ultrasound guidance infinitely reduces the number of needle insertion attempts necessary for a given procedure.,108,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
143,Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.,Ultrasound guidance abruptly reduces the number of traumatic procedures when attempting needle insertion.,106,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
145,Vitamin D deficiency effects birth weight.,Vitamin D disadvantages effects birth weight.,64,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
146,Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.,Vitamin D is an cannot factor in the relationship between calcium and parathyroid hormone.,70,SuccessfulAttackResult,TextFoolerJin2019,0,,3,2,1,2,,
148,ALDH1 expression is associated with poorer prognosis in breast cancer.,ALDH1 express is associated with poorer prognosis in breast cancer.,51,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
149,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,Angiotensin converting enzyme inhibitors are associated with increased risk for functional adrenal insufficiency.,27,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,2,4,,
150,Anthrax spores can be disposed of easily after they are dispersed.,Anthrax bedbugs can be disposed of easily after they are dispersed.,41,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
151,Articles published in open access format are more likely to be cited than traditional journals.,Articles published in open access format are more risque to be cited than traditional journals.,198,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
152,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,Autologous transplantation of mesenchymal stem cells mentions fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,186,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
153,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than commencing therapy with anti-interleukin-2 receptor antibodies.,77,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
154,Autophagy declines in aged organisms.,Autophagy lowers in aged organisms.,55,SuccessfulAttackResult,TextFoolerJin2019,1,2,,,,,3,2
156,CX3CR1 on the Th2 cells suppresses airway inflammation.,CX3CR1 on the Th2 cells erase airway inflammation.,71,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
157,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,Cell independent sex determination in somatic cells does not occur in Galliformes.,44,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
158,Chenodeosycholic acid treatment increases whole-body energy expenditure.,Chenodeosycholic acid treatment increases whole-body energy burdens.,37,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,4,,
161,Dexamethasone decreases risk of postoperative bleeding.,Dexamethasone decreases luck of postoperative bleeding.,95,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
162,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,Diabetic patients with acute coronary syndrome enjoy increased short-term and long-term risk for bleeding events.,41,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
163,Enhanced early production of inflammatory chemokines improves viral control in the lung.,Enhanced early production of inflammatory chemokines improves viral audit in the lung.,63,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,1,5,,
165,Exposure to fine particulate air pollution is relate to anxiety prevalence.,Exposure to bueno particulate air pollution is relate to anxiety prevalence.,83,SuccessfulAttackResult,TextFoolerJin2019,0,,3,"(1, 2)",1,"(2, 5)",,
166,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for stupidity.,195,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,4,,
167,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,FoxO3a activation in neuronal death is mediated by passive oxygen species (ROS).,90,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
169,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,Elevated levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,27,SuccessfulAttackResult,TextFoolerJin2019,1,1,,,,,3,
170,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,Hyperfibrinogenemia decreases cadence of femoropopliteal bypass thrombosis.,84,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
171,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,Hyperfibrinogenemia augmented rates of femoropopliteal bypass thrombosis.,55,SuccessfulAttackResult,TextFoolerJin2019,1,2,,,,,3,1
172,IRG1 has antiviral effects against neurotropic viruses.,IRG1 has antiviral complications against neurotropic viruses.,63,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,4,,
173,Incidence rates of cervical cancer have decreased.,Incidence rates of collar cancer have decreased.,19,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,2,5,,
177,Macrolides protect against myocardial infarction.,Macrolides guarantee against myocardial infarction.,54,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,4,,
181,NR5A2 is important in development of endometrial tissues.,NR5A2 is important in development of endometrial knitting.,129,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,1,5,,
183,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,Neutrophil extracellular traps (NETs) are unblocked by ANCA-stimulated neutrophils.,101,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,4,,
184,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,PD-1 triggering on monocytes reduces IL-10 engender by monocytes.,48,SuccessfulAttackResult,TextFoolerJin2019,0,,3,1,1,5,,
187,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,Pyridostatin destabilizes the G - quadruplex in the telomeric acreage.,60,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
189,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,Rapid up-regulation and higher basal expression of interferon-induced genes broadening survival of granule cell neurons that are infected by West Nile virus.,161,SuccessfulAttackResult,TextFoolerJin2019,0,,2,"(1, 2)",1,"(2, 5)",,
190,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,Sildenafil increasing erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,260,SuccessfulAttackResult,TextFoolerJin2019,0,,1,2,1,2,,
191,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,Stroke patients with prior use of direct oral anticoagulants have a weaker risk of in-hospital mortality than stroke patients with prior use of warfarin.,37,SuccessfulAttackResult,TextFoolerJin2019,1,2,,,,,3,3
194,Teaching hospitals do not provide better care than non-teaching hospitals.,Academics hospitals do not provide better care than non-teaching hospitals.,53,SuccessfulAttackResult,TextFoolerJin2019,1,1,,,,,3,
196,The extracellular domain of TMEM27 is cleaved in human beta cells.,The extracellular domain of TMEM27 is cleaved in human dork cells.,89,SuccessfulAttackResult,TextFoolerJin2019,0,,3,"(1, 2)",1,"(2, 5)",,
197,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and cure outcome is dependent on the patient's genetic make-up.,101,SuccessfulAttackResult,TextFoolerJin2019,1,3,,,,,3,3
198,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enlargements in MRI.,73,SuccessfulAttackResult,TextFoolerJin2019,0,,2,1,1,5,,
201,Vitamin D deficiency effects the term of delivery.,Vitamin D failing effects the term of delivery.,66,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,1,5,,
202,Vitamin D deficiency is unrelated to birth weight.,Niacin D deficiency is unrelated to birth weight.,14,SuccessfulAttackResult,TextFoolerJin2019,0,,1,1,2,5,,
203,cSMAC formation enhances weak ligand signalling.,cSMAC formation reinforce weak ligand signalling.,106,SuccessfulAttackResult,TextFoolerJin2019,1,2,,,,,3,3
